Vmag,Plx,e_Plx,B-V,SpType,Amag,target
8.45,10.91,1.15,0.481,F5V,18.639123752941707,0.0
8.73,9.29,1.09,0.646,G3/G5V,18.57007856996821,0.0
9.02,16.48,1.49,0.599,G3V,20.104786036805486,0.0
8.17,1.34,1.1,1.14,K0III,13.805523991824039,1.0
9.72,9.92,1.46,0.557,G1V,19.702558360770894,0.0
9.34,10.46,1.33,0.695,G5V,19.437658422656277,0.0
9.32,3.89,1.25,0.625,G3V,17.26974800662854,0.0
7.91,10.93,1.05,0.392,F2V,18.103100809748515,0.0
7.49,2.05,0.98,1.6,K4III,14.048769305278771,1.0
6.53,7.97,0.79,1.041,K0III,16.037291606980563,1.0
6.18,5.93,0.7,1.467,K4III,15.045273466821312,1.0
6.58,6.88,0.76,0.99,K0III,15.767942191177555,1.0
7.8,0.15,0.9,1.634,M1III,8.680456295278406,1.0
6.56,6.05,0.87,1.074,K0III,15.468776873262346,1.0
7.62,17.21,0.76,0.758,G5IV/V,18.798904351637802,0.0
8.68,0.0,1.19,1.29,K2III,-inf,1.0
5.29,5.33,0.87,1.478,K4III,13.923636045132863,1.0
8.25,9.81,1.21,0.448,F5V,18.208345036899743,0.0
8.88,1.79,1.24,1.047,K0III/IV,15.144265154899468,1.0
8.94,4.7,1.22,1.151,K2III,17.300489289678588,1.0
10.05,9.1,1.47,0.643,G3/G5V,19.84520696160547,0.0
9.0,5.47,0.93,0.415,F3V,17.689936631667155,0.0
9.91,2.9,1.53,0.521,F6V,17.22198998949478,0.0
8.73,15.32,1.34,0.707,K0V+...,19.656293826482926,0.0
9.12,4.61,1.4,0.471,F3V,17.43850462694824,0.0
9.23,5.62,1.23,0.995,K0III,17.978681577845308,1.0
8.66,21.09,1.23,0.743,G8/K0V,20.280382898697432,0.0
8.14,5.39,1.46,0.364,F0V,16.797943825933693,0.0
7.22,1.73,0.6,0.054,B9.5IV,13.410230515643978,0.0
8.15,5.91,0.96,0.029,A1V,17.007937404406277,0.0
7.95,15.34,0.99,0.945,K1IV,18.87912679806481,0.0
9.56,7.06,1.25,0.659,F8V,18.804023505259018,0.0
8.51,4.18,0.96,0.873,G6III,16.615881408875175,1.0
7.53,4.24,0.87,0.98,K0III,15.666829282963665,1.0
8.8,6.35,1.36,0.725,G3/G5V,17.81386862645988,0.0
9.86,5.72,1.59,0.601,F7/F8V,18.64698014396512,0.0
6.71,1.21,0.8,-0.116,B2V,12.123926851582251,0.0
7.22,49.18,0.78,0.775,K0V,20.67894262201349,0.0
8.49,1.97,1.24,1.63,K5III,14.962331130807964,1.0
7.8,2.95,0.75,1.099,F2V,15.149110079890814,0.0
6.66,6.07,0.95,0.961,G8/K0III,15.575943455376287,1.0
9.94,5.79,1.76,0.626,G0V,18.75339281863718,0.0
11.44,1.56,3.02,1.2,M0V:,17.405622991772308,0.0
9.03,3.85,1.46,1.263,K2III,16.957303647542503,1.0
6.52,7.17,0.78,1.05,K1III,15.797595778339,1.0
7.57,14.72,0.86,0.453,F5IV,18.409539050007403,0.0
7.55,5.66,0.98,1.24,K1/K2III,16.314082155941357,1.0
7.21,3.38,0.91,1.53,K3/K4III,14.854583501388273,1.0
2.83,9.79,0.81,-0.19,B2IV,12.783913459015688,0.0
7.44,5.17,0.92,1.279,K1/K2III,16.007452715469714,1.0
7.98,11.12,1.08,0.396,F2V,18.210523936230196,0.0
7.45,10.64,0.9,0.48,F5IV/V,17.584708139795147,0.0
5.78,4.0,0.49,1.71,M0/M1III,13.790299956639814,1.0
6.24,8.08,1.15,0.68,G0III,15.77705680387293,1.0
10.24,0.12,1.55,0.57,B2.5V,10.635906230238124,0.0
8.72,3.88,1.27,1.037,K2III,16.664158627971037,1.0
8.44,2.49,0.99,1.079,K0III,15.420996735478681,1.0
8.84,4.32,0.97,1.202,K2III,17.01741873407456,1.0
9.05,30.0,1.25,0.913,K1V,21.435606273598314,0.0
5.71,28.57,0.74,0.331,F0IV,17.989551201913716,0.0
8.58,4.09,1.12,0.178,A5IV,16.638616540036708,0.0
9.22,2.87,1.09,0.993,K0III,16.509409483669963,1.0
5.94,3.22,0.83,1.548,K5III,13.479279358479154,1.0
8.99,4.25,1.45,1.134,K0III,17.131944650251558,1.0
6.14,4.23,0.8,1.49,K4III,14.271701836875213,1.0
6.97,9.78,0.91,0.18,A5IV,16.92169427393801,0.0
6.86,6.48,0.94,1.096,K1IIICNIV,15.917875029352967,1.0
8.54,2.5,1.15,1.31,K2III,15.529700043360187,1.0
9.09,6.24,1.95,0.631,G5V,18.065922948412123,0.0
8.76,22.86,0.87,0.743,G6V,20.55538113029631,0.0
7.15,14.45,0.76,0.513,F6V,17.949339235462837,0.0
7.39,3.24,1.03,-0.165,B4V,14.94272505103306,0.0
8.93,10.74,1.17,0.628,G1V,19.08502140681768,0.0
7.41,4.28,0.9,0.947,G6III,15.56721884506586,1.0
6.22,11.13,0.73,0.009,A1V,16.45247582167354,0.0
7.17,3.49,0.6,1.626,M4III:,14.8841271347959,1.0
8.4,5.52,1.05,0.398,F4V,17.109695388645996,0.0
6.97,2.4,0.59,1.341,K2III,13.87105620855803,1.0
7.0,9.36,0.88,0.534,F7IV,16.856379243690526,0.0
8.08,13.44,0.89,0.461,F5V,18.721996343589034,0.0
7.84,0.69,1.08,1.195,G8III,12.034245453686276,1.0
6.66,21.62,0.68,0.462,F5IV/V,18.334278448086458,0.0
8.2,4.1,0.77,0.214,A7IV,16.263919283598675,0.0
7.42,20.23,1.2,0.64,G5V,18.949979413854024,0.0
6.63,2.53,0.62,1.697,M1III,13.645602605879091,1.0
6.89,18.19,0.9,0.502,F7V,18.18916349531742,0.0
8.51,22.51,1.49,0.73,G8III,20.271877475002597,1.0
9.42,11.19,1.5,0.831,K0/K1VCN...,19.664150432641748,0.0
8.17,7.15,1.41,0.563,F8V,17.441530209005403,0.0
8.93,7.55,1.12,0.618,G1/G2V,18.31973475814594,0.0
8.08,3.32,1.05,1.251,K2III,15.685690418520181,1.0
5.13,5.21,0.79,1.601,M3IIIvar,13.714188616497623,1.0
10.17,2.69,1.46,0.472,F3IV/V,17.31876140001204,0.0
6.95,12.17,0.82,0.494,F5V,17.376452891150326,0.0
8.85,4.21,1.4,1.01,G8/K0III,16.97141047917834,1.0
8.77,1.39,1.44,1.534,M1III,14.485074001270474,1.0
9.49,8.31,1.44,0.476,F6V,19.088005118920556,0.0
4.79,10.01,0.77,1.572,M2III,14.792170387396592,1.0
4.44,6.62,0.82,1.64,M1III,13.5442899471985,1.0
8.9,2.74,1.19,1.064,K0III,16.08875281410194,1.0
9.18,13.85,1.37,0.657,G3V,19.887248867002334,0.0
8.71,0.97,1.17,1.367,K2/K3III,13.643858671331225,1.0
6.63,7.76,0.78,1.03,G8III/IV,16.079308606290944,1.0
7.92,3.02,1.4,1.2,K0IV,15.320034714785752,0.0
8.4,1.29,0.82,0.169,B9V...,13.952948551496245,0.0
7.13,3.93,0.77,1.17,K2III,15.101962751877132,1.0
8.49,8.41,0.87,0.528,F6V,18.113979978989562,0.0
6.82,11.33,0.89,0.257,A7III,17.091149549316988,1.0
8.01,6.81,2.18,0.445,F3V,17.175735559563925,0.0
5.77,9.4,0.78,-0.084,B9V,15.635639267998494,0.0
6.17,4.41,0.87,1.344,K3III,14.392192947339193,1.0
6.02,12.47,1.28,0.312,F0IV,16.499332267392713,0.0
8.1,0.76,1.12,1.477,K4III,12.504067961403956,1.0
8.99,8.05,1.45,0.428,F3V,18.518979401839342,0.0
9.09,9.36,1.24,0.53,G0V,18.946379243690526,0.0
8.57,22.9,0.93,0.695,G6V,20.36917741169944,0.0
9.14,1.88,1.28,1.245,K0III,15.5107892463184,1.0
6.35,7.92,0.82,-0.002,A1Vn,15.843625907947468,0.0
8.71,3.54,0.92,1.639,M1III,16.45501631012894,1.0
8.39,4.95,1.03,0.912,K0III,16.863025994667844,1.0
8.71,1.26,1.25,1.498,K2/K3III,14.211852725587816,1.0
9.13,8.77,2.31,0.514,F7/F8V:,18.844997966830203,0.0
9.4,6.0,1.26,0.478,F3/F5V,18.290756251918218,0.0
7.5,5.94,1.63,1.032,K0:III,16.36893222490597,1.0
8.7,5.26,1.11,0.408,F2V,17.304928720768693,0.0
7.67,7.89,1.03,0.417,F3IV,17.1553850160471,0.0
9.7,1.95,1.38,0.56,F6V,16.15017305681259,0.0
9.12,3.79,0.94,0.58,F2III,17.01319604984036,1.0
7.89,2.13,2.65,1.08,M7/M8IIIe,14.531898017193686,1.0
8.53,5.97,1.01,0.245,A8V,17.409871655646846,0.0
8.79,3.77,1.17,0.904,G6III/IVw,16.671706751028964,1.0
7.65,5.43,0.88,1.184,K1/K2III,16.323999147944235,1.0
9.08,2.43,0.86,1.391,K2/K3III:,16.00803136799156,1.0
9.16,2.99,2.47,1.06,G1V,16.53835594162215,0.0
8.78,2.32,0.88,1.113,K1/K2III,15.607439924454496,1.0
8.45,3.36,1.15,1.214,K2IIICN...,16.08169638694922,1.0
8.54,11.65,0.8,0.551,F7V,18.871629626810186,0.0
8.88,2.24,1.98,0.12,A0V,15.631240091670815,0.0
7.48,6.68,1.41,0.949,G8IV...,16.603882312377728,0.0
6.43,5.76,0.67,0.838,G8III...,15.23211241711606,1.0
6.49,4.63,0.54,0.983,G8/K0III,14.817904955089766,1.0
8.77,1.77,1.26,1.108,G8/K0III,15.009866331809032,1.0
9.76,19.25,1.67,0.74,G8V,21.1821536692226,0.0
8.43,2.19,1.41,0.1,A5IV,15.132220574200591,0.0
8.07,1.15,0.97,1.599,M0III,13.37348920176806,1.0
9.22,5.18,1.48,0.537,F7V,17.791648798726165,0.0
8.24,3.36,0.87,1.289,K2III,15.871696386949221,1.0
9.01,4.43,1.33,1.015,G8/K0IV,17.24201863111535,0.0
9.11,0.02,1.35,1.267,K2III,5.615149978319906,1.0
5.66,7.64,0.83,1.35,K2III,15.07546679287845,1.0
9.35,13.79,1.38,0.655,G5V,20.04782133087925,0.0
8.54,1.94,0.91,1.618,M0III,14.97900864965113,1.0
6.59,56.76,0.53,0.749,G6V,20.360211933927182,0.0
6.35,5.28,0.96,-0.044,B9Vn,14.963169612669061,0.0
9.53,9.32,6.16,0.785,G8/K0V,19.377079561769904,0.0
9.74,8.67,1.46,0.569,G0V,19.430095487381053,0.0
6.12,10.75,0.98,0.068,A2V,16.277042321258122,0.0
8.78,12.54,1.22,0.623,G3V,19.271487682473488,0.0
7.9,13.71,1.21,0.673,G3V,18.585187273947568,0.0
9.07,9.45,1.22,0.586,G1/G2V,18.947159042546318,0.0
7.88,2.94,0.85,1.287,K2III,15.221736652060788,1.0
7.18,5.08,0.61,0.251,F0V,15.709318561419597,0.0
9.2,5.56,1.31,0.466,F3V,17.92537395791029,0.0
9.18,5.71,1.22,0.588,F8V,17.963180541229242,0.0
7.74,5.56,0.73,1.167,K2III,16.465373957910288,1.0
7.81,4.61,0.9,0.933,G8III,16.128504626948242,1.0
7.34,1.69,0.93,1.201,K0III,13.479433523068368,1.0
9.75,4.55,1.49,0.45,F3V,18.04005698328556,0.0
8.56,5.38,1.18,0.486,F3V,17.213911378331947,0.0
7.15,7.65,0.85,0.222,A8V,16.56830717576809,0.0
6.12,7.38,0.92,0.919,G8II-III,15.460281809115209,1.0
6.98,3.31,1.11,1.6,M5III,14.579139968878595,1.0
8.9,3.99,1.14,1.403,K3III,16.904864478433744,1.0
6.67,5.89,0.85,1.077,K0III,15.520576473935508,1.0
6.5,5.33,0.85,-0.108,B6III/IV,15.133636045132862,1.0
9.67,1.73,1.42,0.532,F5V,15.860230515643977,0.0
6.51,0.95,0.92,1.864,M2III:,11.39861802644424,1.0
8.03,7.47,1.0,0.435,F5V,17.39660300907699,0.0
6.78,9.06,0.56,0.451,F3III,16.565640988384065,1.0
8.88,7.36,1.32,0.453,F3V,18.214389071687496,0.0
8.53,5.03,1.13,0.261,A9V,17.037839925279634,0.0
6.84,43.45,1.19,0.655,G2V,20.029948903923426,0.0
9.23,13.42,1.36,0.557,G1Vw...,19.868762579164866,0.0
6.95,7.17,0.84,1.06,K0III-IV,16.227595778339,1.0
5.74,5.08,0.58,0.898,G8III,14.269318561419597,1.0
7.65,5.29,0.8,1.122,K1III,16.26727836017593,1.0
9.01,3.92,1.09,0.932,G8III/IV,16.976430335102286,1.0
4.61,12.88,1.31,0.059,A2V,15.159579315118968,0.0
8.44,6.52,1.11,0.44,F3V,17.5112379786596,0.0
5.86,3.42,0.65,-0.079,B7III,13.530130530280676,1.0
8.5,7.35,0.88,0.469,F5V,17.831436695420976,0.0
8.64,2.54,1.02,0.467,F2V,15.664168583099691,0.0
9.51,0.44,1.47,-0.08,B8/B9V,12.727263382430937,0.0
7.96,27.32,0.84,0.651,G5IV-V,20.142403475047473,0.0
8.56,4.15,0.88,0.095,A0V,16.650240483560466,0.0
8.54,1.63,1.09,0.97,G8/K0III,14.600938022019788,1.0
9.36,8.38,2.39,0.547,F7V,18.976220093151383,0.0
8.3,11.28,0.79,0.524,F6V,18.56154549823662,0.0
9.32,7.11,1.37,0.929,K0/K1IV/V:,18.579348003648832,0.0
9.26,2.79,1.1,1.07,K0III,16.488021016367988,1.0
6.46,20.47,0.89,0.386,F3V,18.015589213312527,0.0
8.25,10.52,0.72,0.589,G0IV,18.360078699088604,0.0
7.67,8.06,0.76,0.271,A8IV,17.201675209025453,0.0
6.11,0.57,0.69,-0.151,O9IIInn,9.889374278362457,1.0
10.4,4.9,1.83,0.708,K3IV,18.850980400142568,0.0
7.92,6.42,0.66,0.621,F8V,16.957675140344264,0.0
7.21,21.66,0.87,0.477,F6V,18.88829226144651,0.0
7.71,2.77,0.76,-0.041,B2.5V,14.922398845322242,0.0
6.91,1.68,0.88,1.585,M4II-III,13.036546408629315,1.0
9.56,8.35,1.47,0.577,G2/G3V,19.16843237741801,0.0
8.88,16.24,1.26,0.542,F9V,19.932930124525782,0.0
8.17,4.72,1.16,0.995,K0III,16.53970999317044,1.0
6.51,38.24,0.85,0.599,G2V,19.422589418020312,0.0
8.15,1.54,1.17,1.397,K3III,14.087603604182316,1.0
8.53,4.07,0.84,0.898,K0III,16.5779720461261,1.0
9.26,5.4,1.5,1.238,K2/K3III:,17.921968799114843,1.0
9.76,3.49,1.02,0.483,F0:III/IV,17.4741271347959,1.0
9.7,8.82,1.54,0.624,F8/G0V,19.427342925659097,0.0
9.35,2.9,1.28,0.921,G8IV,16.661989989494778,0.0
9.31,10.55,1.26,0.632,G5V,19.42626229816856,0.0
8.96,2.22,1.05,1.124,K2III/IV,15.691764872253195,1.0
8.43,3.65,0.75,0.616,F7IV,16.241464322282372,0.0
6.69,4.29,1.34,-0.008,B9/B9.5IV,14.852286460923622,0.0
6.07,7.28,0.89,1.036,K0III,15.380656896565187,1.0
8.68,6.06,1.2,0.49,F5V,17.59236312083143,0.0
6.67,4.58,0.95,1.304,K2III,14.974327390019345,1.0
9.63,4.46,1.42,0.489,F5V,17.87667429356071,0.0
9.16,5.46,1.02,0.889,G8/K0IV/V,17.84596321352369,0.0
4.51,23.11,0.68,0.054,A2V,16.328999727395548,0.0
8.09,280.27,1.05,1.56,M1V,25.32788306761461,0.0
7.27,3.9,0.94,1.129,K2III,15.225323035132496,1.0
7.08,6.22,0.88,1.186,K3III,16.048951923454094,1.0
7.46,24.42,0.68,0.537,F8/G0V,19.39872829804432,0.0
9.43,0.91,1.3,0.94,G6III,14.225206961605469,1.0
7.47,15.08,0.88,0.468,F6V,18.362006707668776,0.0
8.47,2.61,1.04,1.364,K3III,15.553202536691405,1.0
9.33,4.57,1.29,0.51,F5V,17.629581000349255,0.0
5.88,6.0,0.77,-0.014,A0IV,14.770756251918218,0.0
9.68,6.87,1.5,0.455,F2IV/V,18.864783685297752,0.0
7.14,8.99,0.84,0.885,G8IV,16.908798458666144,0.0
6.47,42.67,0.85,0.674,G0V,19.62061321429656,0.0
8.36,16.71,0.99,0.591,G0V,19.474882249466955,0.0
6.1,4.71,0.78,-0.074,B8V,14.46510453564448,0.0
6.33,8.56,0.68,1.21,K2III,15.992368823385766,1.0
8.05,1.34,0.85,1.548,K4/K5III,13.68552399182404,1.0
9.69,3.11,13.51,0.403,F0/F2V,17.153801945134187,0.0
9.26,4.77,1.17,0.448,F3/F5V,17.65259189520057,0.0
8.72,6.37,0.9,0.923,K0III,17.740697161676753,1.0
8.8,4.94,1.29,0.331,A8III,17.268634744618236,1.0
9.51,11.25,3.76,0.663,G5V,19.765762612236905,0.0
8.76,8.52,1.23,0.442,F3V,18.4121979738335,0.0
9.46,9.37,1.23,0.698,G5V,19.318697954438893,0.0
8.96,0.87,0.99,0.41,B0.5III,13.657596263093094,1.0
9.16,7.72,1.4,0.448,F3V,18.59808650167868,0.0
7.8,4.02,0.82,0.363,F0III,15.821130265422351,1.0
9.9,48.17,1.73,1.318,K7V,23.31388323157217,0.0
9.58,12.22,1.01,0.625,G3V,20.015356029532676,0.0
9.07,2.45,1.49,0.891,G8III,16.015830421822663,1.0
8.78,4.9,1.73,0.474,F5V,17.23098040014257,0.0
7.26,3.93,0.76,0.049,B9V,15.231962751877132,0.0
7.45,2.99,1.06,1.535,M3III,14.82835594162215,1.0
8.12,18.95,0.99,0.661,G3V,19.508046071520454,0.0
7.58,4.34,0.88,0.913,G8III,15.767448647562555,1.0
9.08,4.73,1.34,0.798,G5IV,17.45430570368906,0.0
7.78,0.8,0.87,1.71,M1III,12.295449934959718,1.0
7.96,2.95,0.82,0.973,K0IIICN...,15.309110079890814,1.0
9.71,0.11,1.33,0.27,A5IIIm...,9.916963425791126,1.0
3.56,11.26,0.73,1.214,K2III,13.817691952576638,1.0
8.2,2.34,0.82,1.311,K2/K3III,15.046079287050713,1.0
7.95,11.36,1.08,0.818,G8IV,18.226891656875,0.0
8.49,13.16,1.04,0.575,F8V,19.086279446389682,0.0
7.75,0.06,1.12,1.537,K4III,6.640756251918218,1.0
7.44,2.71,0.82,1.654,M1/M2III,14.60484645437203,1.0
8.75,14.55,0.84,0.594,G1V,19.56431496660963,0.0
8.99,0.46,1.08,1.082,K1III,12.30378915840787,1.0
6.35,6.03,0.77,1.179,K1III,15.251586560700757,1.0
9.14,2.38,1.4,0.495,F3/F5IV/V,16.02288478528256,0.0
9.68,5.7,1.44,0.497,F6V,18.459374278362457,0.0
8.29,7.44,1.19,1.096,G8IV,17.647864677729395,0.0
7.97,16.31,0.82,0.552,G0IV/V,19.032269805201377,0.0
8.28,2.6,0.94,1.032,G9III,15.354866739854089,1.0
9.68,8.45,1.91,0.585,G2V,19.314283544748463,0.0
8.66,4.4,1.01,0.348,F2III,16.87726338243094,1.0
7.45,6.19,0.92,1.125,K1III,16.408453245100592,1.0
4.23,116.38,0.64,0.576,F9V,19.55939176428696,0.0
6.73,4.09,0.93,1.249,K1III/IV,14.78861654003671,1.0
6.53,3.69,0.73,0.051,A0Vs,14.365131830795303,0.0
8.13,0.53,0.85,0.154,B0.5IIIn...,11.751379348003946,1.0
7.68,2.54,2.07,1.024,K0III,14.70416858309969,1.0
6.85,8.21,0.91,1.028,G8III,16.4217157855972,1.0
9.83,14.46,1.29,0.837,K1V,20.63084146479256,0.0
7.56,5.48,1.03,1.14,K1III,16.253902792421844,1.0
7.87,19.35,0.69,0.552,F6V,19.30340484677465,0.0
8.98,3.5,1.31,0.98,G8III/IV,16.70034022175138,1.0
8.5,19.39,1.62,0.714,G6V,19.937889045393526,0.0
9.09,0.09,1.29,1.451,M4/M5III,8.861212547196624,1.0
5.89,5.6,0.73,-0.098,B7V,14.630940135031,0.0
8.78,0.42,1.36,1.315,K1III,11.896246451989501,1.0
8.43,4.55,0.9,1.016,K0III,16.72005698328556,1.0
9.14,10.8,1.19,0.612,G1V,19.30711877743475,0.0
8.81,0.16,1.08,0.26,B2III,9.830599913279624,1.0
7.52,11.82,0.92,0.961,K1IV,17.88308738272618,0.0
5.38,8.26,0.81,1.343,K3III,14.96490023660191,1.0
5.5,10.65,0.51,-0.046,B9V,15.636748038873783,0.0
9.6,1.74,1.37,1.022,G8/K0III:,15.802746241412997,1.0
8.73,11.33,0.79,0.627,G2V,19.001149549316988,0.0
8.3,3.27,0.79,1.152,K0IV,15.872738763301431,0.0
8.38,0.75,1.06,1.48,G5III,12.755306316958501,1.0
7.39,3.7,0.93,1.417,K5III,15.231008620334975,1.0
5.79,5.05,0.87,1.595,K5III,14.306456890593306,1.0
8.74,5.44,1.15,1.041,G8IV,17.4179944984909,0.0
10.98,12.88,2.37,1.013,K3V,21.529579315118966,0.0
6.78,6.42,0.9,0.311,F0IV,15.817675140344267,0.0
8.67,0.6,1.25,1.066,K0III,12.560756251918217,1.0
9.58,5.76,0.89,0.546,F7V,18.382112417116062,0.0
8.17,9.04,1.01,0.523,F7V,17.950842152376815,0.0
7.14,9.31,0.82,0.506,F6V,16.984748404906714,0.0
8.38,12.68,1.21,0.536,F7V,18.89559626772857,0.0
6.57,5.22,1.22,0.056,A0V,15.15835251501131,0.0
8.41,10.14,0.86,0.819,G8V,18.440189774986585,0.0
8.01,2.89,1.07,0.912,G8III/IV,15.314489213782739,1.0
9.31,11.58,1.4,0.667,G3V,19.628542796957085,0.0
8.99,10.03,1.16,0.647,G2IV/V,18.996504665102087,0.0
9.34,9.51,1.28,0.526,G0V,19.23090258468707,0.0
5.16,20.42,0.73,0.442,F5III,16.710278688754457,1.0
9.5,5.41,2.4,0.646,G2/G3V,18.16598632553285,0.0
7.14,0.95,0.89,1.575,M0III,12.028618026444239,1.0
9.15,2.75,1.14,0.363,F0III,16.346663469151313,1.0
7.23,4.91,1.26,0.01,A1V,15.685407460614842,0.0
9.14,5.36,2.37,0.508,F7V,17.78582394846385,0.0
5.96,4.68,0.53,1.397,K3III,14.31122926537062,1.0
7.26,3.07,0.71,1.249,K2III,14.695691877385933,1.0
5.18,10.5,0.87,1.006,K0III,15.285946495349691,1.0
8.1,4.79,1.09,0.747,G5V,16.501677567072818,0.0
8.56,10.65,1.11,0.532,F7V,18.696748038873785,0.0
7.36,7.25,0.62,0.006,A0V,16.661690032854967,0.0
8.64,8.57,1.23,0.476,F5V,18.30490410961599,0.0
9.71,19.82,2.27,1.036,K3V,21.195518250746282,0.0
9.09,1.78,1.09,1.223,K2III,15.34210001154447,1.0
8.44,7.04,1.3,0.533,F7V,17.67786329571056,0.0
8.99,8.91,1.34,0.495,F5V,18.739388520184377,0.0
7.4,13.41,1.5,0.631,G1V,18.037143889257997,0.0
11.16,54.91,2.19,1.485,M2V:,24.858257218546886,0.0
8.52,3.71,1.19,1.175,K0III,16.36686954807523,1.0
9.31,13.63,1.25,0.733,G8IV/V,19.98247927917337,0.0
8.93,16.39,1.48,0.677,G5V,20.002894767852496,0.0
9.34,6.37,2.22,0.771,G5IV/V,18.360697161676754,0.0
8.38,5.52,1.07,0.318,A9III,17.089695388645996,1.0
9.59,8.53,1.43,0.515,F6V,19.244745155837613,0.0
7.82,3.14,0.81,1.179,K2III,15.304648240366074,1.0
8.78,10.08,1.22,0.447,F2V,18.79730266054753,0.0
9.25,5.73,2.27,0.385,F2IV/V,18.040773109836948,0.0
8.42,7.13,1.06,0.425,F2V,17.68544764925933,0.0
8.88,6.88,1.18,0.455,F5V,18.067942191177558,0.0
8.88,6.17,1.24,0.605,F8V,17.83142582016621,0.0
7.84,2.8,0.71,1.452,K5III,15.075790156711097,1.0
7.57,2.59,1.1,1.322,K2III,14.63649882040626,1.0
6.68,11.29,0.78,1.102,K2III,16.94346970962484,1.0
8.3,44.57,7.12,0.888,K1V,21.54521317043088,0.0
11.21,20.26,2.65,1.47,M1Vvar,22.74319720512131,0.0
6.25,5.98,0.95,1.225,K3III,15.133505919942055,1.0
9.4,6.47,1.17,0.666,G2V,18.454521403343502,0.0
9.1,8.39,1.01,0.471,F5V,18.718809804143504,0.0
7.3,7.4,0.75,0.035,A0V,16.646158598654882,0.0
8.59,22.53,0.91,0.769,G8V,20.353805958619155,0.0
9.99,3.69,1.45,0.532,F3/F5V,17.8251318307953,0.0
9.52,9.93,1.78,0.727,G6V,19.504746242476905,0.0
8.59,1.54,1.23,1.222,K2III,14.527603604182316,1.0
9.81,1.44,1.0,0.422,F0V,15.601812460476248,0.0
8.2,2.34,1.23,1.499,K4III,15.046079287050713,1.0
6.75,13.13,0.73,0.371,F2IV,17.341323630447395,0.0
9.37,8.54,1.23,0.496,F5V,19.027289353445024,0.0
8.34,5.97,1.0,0.973,K0IIICN...,17.219871655646845,1.0
9.22,2.55,1.5,0.993,G8IV,16.252700902169778,0.0
6.39,49.05,0.91,0.659,G3V,19.843195058579838,0.0
7.03,2.26,0.77,1.588,M0III,13.800542195737005,1.0
8.17,2.24,1.25,0.06,B0IV,14.921240091670814,0.0
9.42,3.87,0.93,0.459,F0/F2IV/V,17.358554825094558,0.0
10.38,6.07,1.75,0.3,A8/A9V,19.29594345537629,0.0
6.69,3.88,0.82,1.556,M4III:,14.634158627971036,1.0
9.61,3.62,1.58,0.563,F7V,17.40354285266583,0.0
9.48,7.02,1.42,0.578,F6/F7V,18.711685560649027,0.0
6.43,3.23,0.86,1.595,M0III,13.976012611655515,1.0
7.88,21.66,1.22,0.579,F8/G0V,19.558292261446507,0.0
8.03,4.12,1.07,0.97,G8/K0III,16.10448608016567,1.0
8.75,1.62,1.07,0.756,G8IV,14.797575072713155,0.0
7.63,3.56,0.93,1.463,K4III,15.387249989864376,1.0
6.55,5.13,0.83,-0.06,B9IV,15.10058682555908,0.0
8.35,6.55,1.18,0.478,F3V,17.43120649995892,0.0
8.74,44.97,1.15,1.075,K3/K4V,22.004614437839713,0.0
7.99,5.68,1.9,0.475,F5V,16.761741678555094,0.0
7.82,2.0,0.87,1.376,K7V,14.325149978319907,0.0
6.81,4.23,0.91,1.56,M2III,14.941701836875211,1.0
7.11,5.1,0.96,0.993,K0III,15.647850880489681,1.0
9.99,3.91,1.48,0.515,F6/F7V,17.950883786979333,0.0
8.11,4.94,0.91,0.144,A2/A3V,16.578634744618235,0.0
7.61,3.86,0.82,1.001,K0III,15.542936523358776,1.0
9.19,3.89,1.24,0.453,F3V,17.139748006628537,0.0
8.47,5.7,1.22,1.176,K2III,17.24937427836246,1.0
8.08,1.63,0.9,1.438,K5III,14.140938022019789,1.0
9.15,3.18,0.94,1.438,K2/K3III,16.662135599922163,1.0
7.59,10.02,1.06,0.85,G8IV,17.594338607656134,0.0
7.61,3.08,0.92,0.975,G9III,15.052753582502223,1.0
7.7,1.75,0.93,1.636,M2III,13.915190243431471,1.0
9.85,2.67,1.59,0.513,F6V,16.982556306822875,0.0
9.02,5.98,1.06,0.555,F7V,17.903505919942056,0.0
8.72,19.26,1.23,0.73,G6V,20.14328141394258,0.0
9.32,7.11,1.38,0.41,F2V,18.579348003648832,0.0
7.42,15.9,0.97,0.51,F6V,18.426985621602256,0.0
9.15,5.29,1.23,0.402,F3V,17.76727836017593,0.0
9.06,11.76,1.09,0.586,G2V,19.4120366087006,0.0
9.27,3.72,0.94,1.336,K2III,17.122714699409485,1.0
9.99,5.58,1.46,0.701,G5V,18.72317099468789,0.0
7.59,9.46,0.78,0.407,F2V,17.469455682008963,0.0
9.49,1.08,1.52,0.209,A3III,14.657118777434748,1.0
7.83,4.04,1.06,1.001,G8/K0III,15.861906825553024,1.0
8.3,14.6,0.75,0.619,G0V,19.121764278922186,0.0
5.58,2.38,0.69,-0.11,B5IV,12.46288478528256,0.0
8.12,6.35,1.02,0.136,A1V,17.13386862645988,0.0
8.38,1.29,0.94,1.316,K2/K3III,13.932948551496246,1.0
9.0,11.13,1.13,0.656,G2/G3IV/V,19.23247582167354,0.0
9.56,20.81,1.49,0.904,K2V,21.151360401058135,0.0
8.12,4.8,0.97,0.93,K1III...,16.526206186877936,1.0
7.92,55.53,1.08,0.94,K2V,21.64263836736283,0.0
